,U1_GVposition,U1_ActivePower,Maris_level,Magat_level,Tailrace_level
139,100.069,87.7481,106.479,186.453,106.669
140,100.069,87.5849,106.479,186.453,106.669
141,100.069,87.4842,106.479,186.453,106.669
142,100.069,87.7558,106.479,186.453,106.669
143,100.069,87.7938,106.479,186.453,106.669
144,100.069,87.667,106.479,186.453,106.669
145,100.069,87.9765,106.479,186.453,106.669
146,100.069,87.8868,106.479,186.453,106.669
147,100.069,87.7714,106.479,186.453,106.669
148,100.069,87.5541,106.479,186.453,106.669
149,100.069,87.7546,106.479,186.453,106.669
150,100.069,87.7227,106.479,186.453,106.669
151,100.069,87.8276,106.479,186.453,106.669
152,100.069,87.731,106.479,186.453,106.669
153,100.069,87.7112,106.479,186.453,106.669
154,100.069,87.9359,106.479,186.453,106.669
155,100.069,88.0705,106.479,186.453,106.669
156,100.069,87.5694,106.479,186.453,106.669
157,100.069,87.7408,106.479,186.453,106.669
158,100.183,87.928,106.479,186.453,106.669
159,100.183,87.8575,106.479,186.453,106.669
160,100.183,87.7386,106.479,186.453,106.669
161,100.183,87.813,106.479,186.453,106.669
162,100.183,87.9202,106.479,186.453,106.669
163,100.183,87.8423,106.479,186.453,106.669
164,100.069,87.8872,106.479,186.453,106.669
165,100.069,87.6577,106.479,186.453,106.669
166,100.069,87.7795,106.479,186.453,106.669
167,100.069,87.9296,106.479,186.453,106.669
168,100.069,87.8409,106.479,186.453,106.669
169,100.069,87.8052,106.479,186.453,106.669
170,100.069,87.7363,106.479,186.453,106.669
171,100.069,87.8283,106.479,186.453,106.669
172,100.069,87.688,106.479,186.453,106.669
173,100.069,87.4863,106.479,186.453,106.669
174,100.069,87.6335,106.479,186.453,106.669
175,100.069,87.5227,106.479,186.453,106.669
176,100.183,87.5227,106.479,186.453,106.669
177,100.183,87.4446,106.479,186.453,106.669
178,100.183,87.4761,106.479,186.453,106.669
179,100.069,87.5644,106.479,186.453,106.669
180,100.069,87.4067,106.479,186.453,106.669
181,100.069,87.6754,106.479,186.453,106.669
182,100.069,87.6221,106.479,186.453,106.669
183,100.069,87.6405,106.479,186.453,106.669
184,100.069,87.5555,106.479,186.453,106.669
185,100.069,87.6915,106.479,186.453,106.669
186,100.069,87.9111,106.479,186.453,106.669
187,100.069,87.9952,106.479,186.453,106.669
188,100.069,87.8817,106.479,186.453,106.669
189,100.069,87.7547,106.479,186.453,106.669
190,100.069,87.6448,106.479,186.453,106.669
191,100.069,87.7563,106.479,186.453,106.669
192,100.069,87.983,106.479,186.453,106.669
193,100.069,87.643,106.479,186.453,106.669
194,100.069,87.5254,106.479,186.453,106.669
195,100.069,87.6378,106.479,186.453,106.669
196,100.069,87.5743,106.479,186.453,106.669
197,100.069,87.3533,106.479,186.453,106.669
198,100.069,87.6968,106.479,186.453,106.669
199,100.069,87.5629,106.479,186.453,106.669
200,100.069,87.7042,106.479,186.453,106.669
201,100.069,87.4763,106.479,186.453,106.669
202,100.069,87.5796,106.479,186.453,106.669
203,100.069,87.8386,106.479,186.453,106.669
204,100.069,87.8077,106.479,186.453,106.669
205,100.069,87.8604,106.479,186.453,106.669
206,100.221,87.5204,106.479,186.453,106.669
207,100.107,87.4441,106.479,186.453,106.669
208,100.107,87.6214,106.479,186.453,106.669
209,100.107,87.7272,106.479,186.453,106.669
210,100.107,87.5138,106.479,186.453,106.669
211,100.107,87.5685,106.479,186.453,106.669
212,100.107,87.6989,106.479,186.453,106.669
213,100.107,87.5602,106.479,186.453,106.669
214,100.107,87.4124,106.479,186.453,106.669
215,100.107,87.5811,106.479,186.453,106.669
216,100.107,87.518,106.479,186.453,106.669
217,100.107,87.8083,106.479,186.453,106.669
218,100.107,87.6361,106.479,186.453,106.669
219,100.107,87.5453,106.479,186.453,106.669
220,100.107,87.7848,106.479,186.453,106.669
221,100.107,87.8816,106.479,186.453,106.669
222,100.107,87.5546,106.479,186.453,106.669
223,100.107,87.4528,106.479,186.453,106.669
224,100.107,87.5823,106.479,186.453,106.669
225,100.107,87.5642,106.479,186.453,106.669
226,100.107,87.4866,106.479,186.453,106.669
227,100.107,87.5944,106.479,186.453,106.669
228,100.107,87.5059,106.479,186.453,106.669
229,100.107,87.6595,106.479,186.453,106.669
230,100.107,87.7975,106.479,186.453,106.669
231,100.107,87.498,106.479,186.453,106.669
232,100.107,87.7286,106.479,186.453,106.669
233,100.107,87.6041,106.479,186.453,106.669
234,100.107,87.487,106.479,186.453,106.669
235,100.107,87.6943,106.479,186.453,106.669
236,100.107,88.0177,106.479,186.453,106.669
237,100.107,87.7011,106.479,186.453,106.669
238,100.107,87.5259,106.479,186.453,106.669
239,100.107,87.584,106.479,186.453,106.669
240,100.107,87.6441,106.479,186.453,106.669
241,100.107,87.7509,106.479,186.453,106.669
242,100.107,87.5928,106.479,186.453,106.669
243,100.107,87.2956,106.479,186.453,106.669
244,100.107,87.5547,106.479,186.453,106.669
245,100.107,87.6645,106.479,186.453,106.669
246,100.107,87.5895,106.479,186.453,106.669
247,100.107,87.3947,106.479,186.453,106.669
248,100.107,87.3677,106.479,186.453,106.669
249,100.107,87.3945,106.479,186.453,106.669
250,100.107,87.6709,106.479,186.453,106.669
251,100.107,87.5459,106.479,186.453,106.8
252,100.107,87.6953,106.479,186.453,106.8
253,100.107,87.5547,106.479,186.453,106.8
254,100.107,87.5852,106.479,186.453,106.8
255,100.107,87.4201,106.479,186.453,106.8
256,100.107,87.1418,106.479,186.453,106.8
257,100.107,87.3625,106.479,186.453,106.8
258,100.107,87.4776,106.479,186.453,106.8
259,100.107,87.5806,106.479,186.453,106.8
260,100.107,87.6597,106.479,186.453,106.8
261,100.107,87.7605,106.479,186.453,106.8
262,100.107,87.6973,106.479,186.453,106.8
263,100.107,87.5944,106.479,186.453,106.8
264,100.107,87.4419,106.479,186.453,106.8
265,100.107,87.2683,106.479,186.453,106.8
266,100.107,87.5226,106.479,186.453,106.8
267,100.107,87.54,106.479,186.453,106.8
268,100.107,87.7319,106.479,186.453,106.8
269,100.107,87.677,106.479,186.453,106.8
270,100.107,87.7029,106.479,186.453,106.8
271,100.107,87.5843,106.479,186.453,106.8
272,100.107,87.5524,106.479,186.453,106.8
273,100.107,87.683,106.479,186.453,106.8
274,100.107,87.5285,106.479,186.453,106.8
275,100.107,87.509,106.479,186.453,106.8
276,100.107,87.5522,106.479,186.453,106.8
277,100.107,87.5661,106.479,186.453,106.8
278,100.107,87.6018,106.479,186.453,106.8
279,100.107,87.513,106.479,186.453,106.8
280,100.107,87.4332,106.479,186.453,106.8
281,100.107,87.4054,106.479,186.453,106.8
282,100.107,87.3813,106.479,186.453,106.8
283,100.107,87.4019,106.479,186.453,106.8
284,100.107,87.3298,106.479,186.453,106.8
285,100.107,87.3149,106.479,186.453,106.8
286,100.107,87.4547,106.479,186.453,106.8
287,100.107,87.8044,106.479,186.453,106.8
288,100.107,87.8879,106.479,186.453,106.8
289,100.107,87.7566,106.479,186.453,106.8
290,100.107,87.7267,106.479,186.453,106.8
291,100.107,87.6065,106.479,186.453,106.8
292,100.107,87.5782,106.479,186.453,106.8
293,100.107,87.5458,106.479,186.453,106.8
294,100.107,87.5206,106.479,186.453,106.8
295,100.107,87.5759,106.479,186.453,106.8
296,100.107,87.6575,106.479,186.453,106.8
297,100.107,87.7496,106.479,186.453,106.8
298,100.107,87.6198,106.479,186.453,106.8
299,100.107,87.7498,106.479,186.453,106.8
300,100.107,87.6881,106.479,186.453,106.8
301,100.107,87.6237,106.479,186.453,106.8
302,100.107,87.7427,106.479,186.453,106.8
303,100.107,87.6782,106.479,186.453,106.8
304,100.107,87.617,106.479,186.453,106.8
305,100.107,87.4339,106.479,186.453,106.8
306,100.107,87.4041,106.479,186.453,106.8
307,100.107,87.4968,106.479,186.453,106.8
308,100.107,87.8528,106.479,186.453,106.8
309,100.107,87.8995,106.479,186.453,106.8
310,100.107,87.7733,106.479,186.453,106.8
311,100.107,87.6275,106.479,186.453,106.8
312,100.107,87.5669,106.479,186.453,106.8
313,100.107,87.857,106.479,186.453,106.8
314,100.107,87.7258,106.479,186.453,106.8
315,100.107,87.6979,106.479,186.453,106.8
316,100.107,87.6161,106.479,186.453,106.8
317,100.107,87.4401,106.479,186.453,106.8
318,100.107,87.7964,106.479,186.453,106.8
319,100.107,87.7801,106.479,186.453,106.8
320,100.107,87.7135,106.479,186.453,106.8
321,100.107,87.9712,106.479,186.453,106.8
322,100.107,87.7682,106.479,186.453,106.8
323,100.107,87.5293,106.479,186.453,106.8
324,100.107,87.43,106.479,186.453,106.8
325,100.107,87.3889,106.479,186.453,106.8
326,100.107,87.2478,106.479,186.453,106.8
327,100.107,87.4739,106.479,186.453,106.8
328,100.107,87.4172,106.479,186.453,106.8
329,100.107,87.3669,106.479,186.453,106.8
330,100.107,87.191,106.479,186.453,106.8
331,100.107,87.4701,106.479,186.453,106.8
332,100.107,87.6433,106.479,186.453,106.8
333,100.107,87.587,106.479,186.453,106.8
334,100.107,87.364,106.479,186.453,106.8
335,100.107,87.4505,106.479,186.453,106.8
336,100.107,87.3278,106.479,186.453,106.8
337,100.107,87.6843,106.479,186.453,106.8
338,100.107,87.3517,106.479,186.453,106.8
339,100.107,87.2174,106.479,186.453,106.8
340,100.107,87.3045,106.479,186.453,106.8
341,100.107,87.1844,106.479,186.453,106.8
342,100.107,87.2759,106.479,186.453,106.8
343,100.107,87.3553,106.479,186.453,106.8
344,100.107,87.2837,106.479,186.453,106.8
345,100.107,87.6219,106.479,186.453,106.8
346,100.107,87.5688,106.479,186.453,106.8
347,100.107,87.6518,106.479,186.453,106.8
348,100.107,87.4095,106.479,186.453,106.8
349,100.107,87.4847,106.479,186.453,106.8
350,100.107,87.3765,106.479,186.453,106.8
351,100.107,87.5328,106.479,186.453,106.8
352,100.107,87.788,106.479,186.453,106.8
353,100.107,87.4841,106.479,186.453,106.8
354,100.107,87.2966,106.479,186.453,106.8
355,100.107,87.5801,106.479,186.453,106.8
356,100.107,87.5273,106.479,186.453,106.8
357,100.107,87.5941,106.479,186.453,106.8
358,100.107,87.4334,106.479,186.453,106.8
359,100.107,87.5354,106.479,186.453,106.8
360,100.107,87.6325,106.479,186.453,106.8
361,100.107,87.4922,106.479,186.453,106.8
362,100.107,87.6845,106.479,186.453,106.8
363,100.107,87.6992,106.479,186.453,106.8
364,100.107,87.7463,106.479,186.453,106.8
365,100.107,87.6279,106.479,186.453,106.8
366,100.107,87.5856,106.479,186.453,106.8
367,100.107,87.4939,106.479,186.453,106.8
368,100.107,87.5673,106.479,186.453,106.8
369,100.107,87.6024,106.479,186.453,106.8
370,100.107,87.4586,106.479,186.453,106.8
371,100.107,87.2421,106.479,186.453,106.8
372,100.107,87.6508,106.479,186.453,106.8
373,100.107,87.488,106.479,186.453,106.8
374,100.107,87.4409,106.479,186.453,106.8
375,100.107,87.4266,106.479,186.453,106.8
376,100.107,87.339,106.479,186.453,106.8
377,100.107,87.1526,106.479,186.453,106.8
378,100.107,87.5923,106.479,186.453,106.8
379,100.107,87.6752,106.479,186.453,106.8
380,100.107,87.614,106.479,186.453,106.8
381,100.107,87.4837,106.479,186.453,106.8
382,100.107,87.4536,106.479,186.453,106.8
383,100.107,87.2347,106.479,186.453,106.8
384,100.107,87.4639,106.479,186.453,106.8
385,100.107,87.4014,106.479,186.453,106.8
386,100.107,87.3791,106.479,186.453,106.8
387,100.107,87.5274,106.479,186.453,106.8
388,100.107,87.3671,106.479,186.453,106.8
389,100.107,87.3937,106.479,186.453,106.8
390,100.107,87.5864,106.479,186.453,106.8
391,100.107,87.5333,106.479,186.453,106.8
392,100.107,87.6573,106.479,186.453,106.8
393,100.107,87.609,106.479,186.453,106.8
394,100.107,87.5844,106.479,186.453,106.8
395,100.107,87.5361,106.479,186.453,106.8
396,100.107,87.4561,106.479,186.453,106.8
397,100.107,87.4044,106.479,186.453,106.8
398,100.107,87.5427,106.479,186.453,106.8
399,100.107,87.4092,106.479,186.453,106.8
400,100.107,87.3363,106.479,186.453,106.8
401,100.107,87.2814,106.479,186.453,106.8
402,100.107,87.4331,106.479,186.453,106.8
403,100.107,87.6042,106.479,186.453,106.8
404,100.107,87.3649,106.479,186.453,106.8
405,100.107,87.4973,106.479,186.453,106.8
406,100.107,87.4367,106.479,186.453,106.8
407,100.107,87.3328,106.479,186.453,106.8
408,100.107,87.3759,106.479,186.453,106.8
409,100.107,87.3482,106.479,186.453,106.8
410,100.107,87.1889,106.479,186.453,106.8
411,100.107,87.3632,106.479,186.453,106.8
412,100.107,87.5454,106.479,186.453,106.8
413,100.107,87.3426,106.479,186.453,106.8
414,100.107,87.2701,106.479,186.453,106.8
415,100.107,87.2851,106.479,186.453,106.8
416,100.107,87.4104,106.479,186.453,106.8
417,100.107,87.3719,106.479,186.453,106.8
418,100.107,87.2324,106.479,186.453,106.8
419,100.107,87.2471,106.479,186.453,106.8
420,100.107,87.1519,106.479,186.453,106.8
421,100.107,87.1942,106.479,186.453,106.8
422,100.107,87.3115,106.479,186.453,106.8
423,100.107,87.1304,106.479,186.453,106.8
424,100.107,87.5384,106.479,186.453,106.8
425,100.107,87.5232,106.479,186.453,106.8
426,100.107,87.3118,106.479,186.453,106.8
427,100.107,87.3795,106.479,186.453,106.8
428,100.107,87.4232,106.479,186.453,106.8
429,100.107,87.1664,106.479,186.453,106.8
430,100.107,87.3093,106.479,186.453,106.8
431,100.107,87.3989,106.479,186.453,106.8
432,100.107,87.4815,106.479,186.453,106.8
433,100.107,87.3565,106.479,186.453,106.8
434,100.107,87.3332,106.479,186.453,106.8
435,100.107,87.357,106.479,186.453,106.8
436,100.107,87.3053,106.479,186.453,106.8
437,100.107,87.4549,106.479,186.453,106.8
438,100.107,87.5983,106.479,186.453,106.8
439,100.107,87.7202,106.479,186.453,106.8
440,100.107,87.4591,106.479,186.453,106.8
441,100.107,87.3569,106.479,186.453,106.8
442,100.107,87.589,106.479,186.453,106.8
443,100.107,87.5401,106.479,186.453,106.8
444,100.107,87.5195,106.479,186.453,106.8
445,100.107,87.6184,106.479,186.453,106.8
446,100.107,87.401,106.479,186.453,106.8
447,100.107,87.4279,106.479,186.453,106.8
448,100.107,87.5193,106.479,186.453,106.8
449,100.107,87.6299,106.479,186.453,106.8
450,100.107,87.5441,106.479,186.453,106.8
451,100.107,87.4595,106.479,186.453,106.8
452,100.107,87.4259,106.479,186.453,106.8
453,100.107,87.3725,106.479,186.453,106.8
454,100.107,87.4407,106.479,186.453,106.8
455,100.107,87.3962,106.479,186.453,106.8
456,100.107,87.5147,106.479,186.453,106.8
457,100.107,87.4101,106.479,186.453,106.8
458,100.107,87.2081,106.479,186.453,106.8
459,100.107,87.354,106.479,186.453,106.8
460,100.107,87.317,106.479,186.453,106.8
461,100.107,87.3587,106.479,186.453,106.8
462,100.107,87.3083,106.479,186.453,106.8
463,100.107,87.4316,106.479,186.453,106.8
464,100.107,87.6644,106.479,186.453,106.8
465,100.107,87.5817,106.479,186.453,106.8
466,100.107,87.3971,106.479,186.453,106.8
467,100.107,87.3297,106.479,186.453,106.8
468,100.107,87.5268,106.479,186.453,106.8
469,100.107,87.492,106.479,186.453,106.8
470,100.107,87.2764,106.479,186.453,106.8
471,100.107,87.525,106.479,186.453,106.8
472,100.107,87.5748,106.479,186.453,106.8
473,100.107,87.7008,106.479,186.453,106.8
474,100.107,87.5364,106.479,186.453,106.8
475,100.107,87.6077,106.479,186.453,106.8
476,100.107,87.6642,106.479,186.453,106.8
477,100.107,87.584,106.479,186.453,106.8
478,100.107,87.5638,106.479,186.453,106.8
479,100.107,87.6538,106.479,186.453,106.8
480,100.107,87.6005,106.479,186.453,106.8
481,100.107,87.4133,106.479,186.453,106.8
482,100.107,87.6419,106.479,186.453,106.8
483,100.107,87.596,106.479,186.453,106.8
484,100.107,87.4517,106.479,186.453,106.8
485,100.107,87.6444,106.479,186.453,106.8
486,100.107,87.4563,106.479,186.453,106.8
487,100.107,87.366,106.479,186.453,106.8
488,100.107,87.5568,106.479,186.453,106.8
489,100.107,87.7744,106.479,186.453,106.8
490,100.107,87.3886,106.479,186.453,106.8
491,100.107,87.3622,106.479,186.453,106.8
492,100.107,87.3131,106.479,186.453,106.8
493,100.107,87.3577,106.479,186.453,106.8
494,100.107,87.6349,106.479,186.453,106.8
495,100.107,87.6661,106.479,186.453,106.8
496,100.107,87.4779,106.479,186.453,106.8
497,100.107,87.5136,106.479,186.453,106.8
498,100.107,87.4697,106.479,186.453,106.8
499,100.107,87.2984,106.479,186.453,106.8
500,100.107,87.2603,106.479,186.453,106.8
501,100.107,87.2306,106.479,186.453,106.8
502,100.107,87.4455,106.479,186.453,106.8
503,100.107,87.521,106.479,186.453,106.8
504,100.107,87.7036,106.479,186.453,106.8
505,100.107,87.7635,106.479,186.453,106.8
506,100.107,87.6947,106.479,186.453,106.8
507,100.107,87.6038,106.479,186.453,106.8
508,100.107,87.6523,106.479,186.453,106.8
509,100.107,87.6056,106.479,186.453,106.8
510,100.107,87.4667,106.479,186.453,106.8
511,100.107,87.261,106.479,186.453,106.8
512,100.107,87.5885,106.479,186.453,106.8
513,100.107,87.3919,106.479,186.453,106.8
514,100.107,87.4487,106.479,186.453,106.8
515,100.107,87.643,106.479,186.453,106.8
516,100.107,87.5002,106.479,186.453,106.8
517,100.107,87.484,106.479,186.453,106.8
518,100.107,87.4079,106.479,186.453,106.8
519,100.107,87.4369,106.479,186.453,106.8
520,100.107,87.4186,106.479,186.453,106.8
521,100.107,87.6483,106.479,186.453,106.8
522,100.107,87.2951,106.479,186.453,106.8
523,100.107,87.3285,106.479,186.453,106.8
524,100.107,87.4234,106.479,186.453,106.8
525,100.107,87.4599,106.479,186.453,106.8
526,100.107,87.5433,106.479,186.453,106.8
527,100.107,87.3685,106.479,186.453,106.8
528,100.107,87.345,106.479,186.453,106.8
529,100.107,87.3599,106.479,186.453,106.8
530,100.107,87.3307,106.479,186.453,106.8
531,100.107,87.2647,106.479,186.453,106.8
532,100.107,87.2062,106.479,186.453,106.8
533,100.107,87.3633,106.479,186.453,106.8
534,100.107,87.4717,106.479,186.453,106.8
535,100.107,87.397,106.479,186.453,106.8
536,100.107,87.438,106.479,186.453,106.8
537,100.107,87.5865,106.479,186.453,106.8
538,100.107,87.4406,106.479,186.453,106.8
539,100.107,87.519,106.479,186.453,106.8
540,100.107,87.4415,106.479,186.453,106.8
541,100.107,87.3715,106.479,186.453,106.8
542,100.107,87.5174,106.479,186.453,106.8
543,100.107,87.3388,106.479,186.453,106.8
544,100.107,87.5627,106.479,186.453,106.8
545,100.107,87.5455,106.479,186.453,106.8
546,100.107,87.5352,106.479,186.453,106.8
547,100.107,87.5204,106.479,186.453,106.8
548,100.107,87.4196,106.479,186.453,106.8
549,100.107,87.4358,106.479,186.453,106.8
550,100.107,87.5227,106.479,186.453,106.8
551,100.107,87.5557,106.479,186.453,106.8
552,100.107,87.3949,106.479,186.453,106.8
553,100.107,87.5407,106.479,186.453,106.8
554,100.107,87.7059,106.479,186.453,106.8
555,100.107,87.6564,106.479,186.453,106.8
556,100.107,87.2825,106.479,186.453,106.8
557,100.107,87.2391,106.479,186.453,106.8
558,100.107,87.3067,106.479,186.453,106.8
559,100.107,87.4848,106.479,186.453,106.8
560,100.107,87.5952,106.479,186.453,106.8
561,100.107,87.4986,106.479,186.453,106.8
562,100.107,87.5509,106.479,186.453,106.8
563,100.107,87.4437,106.479,186.453,106.8
564,100.107,87.4074,106.479,186.453,106.8
565,100.107,87.3126,106.479,186.453,106.8
566,100.107,87.5237,106.479,186.453,106.8
567,100.107,87.5386,106.479,186.453,106.8
568,100.107,87.4352,106.479,186.453,106.8
569,100.107,87.6879,106.479,186.453,106.8
570,100.107,87.5663,106.479,186.453,106.8
571,100.107,87.5211,106.479,186.453,106.8
572,100.107,87.2591,106.479,186.453,106.8
573,100.107,87.5155,106.479,186.453,106.8
574,100.107,87.6015,106.479,186.453,106.8
575,100.107,87.4195,106.479,186.453,106.8
576,100.107,87.3946,106.479,186.453,106.8
577,100.107,87.1474,106.479,186.453,106.8
578,100.107,87.5482,106.479,186.453,106.8
579,100.107,87.1332,106.479,186.453,106.8
580,100.107,87.1122,106.479,186.453,106.8
581,100.107,87.1335,106.479,186.453,106.8
582,99.9542,87.1335,106.479,186.453,106.8
583,99.9542,87.4976,106.479,186.453,106.8
584,99.4199,87.4976,106.479,186.453,106.8
585,100.031,87.8506,106.479,186.453,106.8
586,100.031,86.7483,106.479,186.453,106.8
587,100.031,87.2338,106.479,186.453,106.8
588,100.031,87.4261,106.479,186.453,106.8
589,100.031,87.5046,106.479,186.453,106.8
590,100.031,87.4891,106.479,186.453,106.8
591,100.031,87.6806,106.479,186.453,106.8
592,100.031,87.5673,106.479,186.453,106.8
593,100.031,87.5115,106.479,186.453,106.8
594,100.031,87.5505,106.479,186.453,106.8
595,100.031,87.5828,106.479,186.453,106.8
596,100.031,87.6231,106.479,186.453,106.8
597,100.031,87.7952,106.479,186.453,106.8
598,100.031,87.5406,106.479,186.453,106.8
599,100.031,87.4553,106.479,186.453,106.8
600,100.031,87.3517,106.479,186.453,106.8
601,100.031,87.5062,106.479,186.453,106.8
602,100.031,87.5709,106.479,186.453,106.8
603,100.031,87.4267,106.479,186.453,106.8
604,100.031,87.4723,106.479,186.453,106.8
